EntryTime,ExitTime,Tag,PnL,ReturnPct,reclaim_label,reclaimed_ema20,recent_touch_ema20,recent_close_below_ema20,hold_above_ema20_3,retest_seen_3,shallow_retest_3,deep_retest_3,continuation_confirmed_3,closes_above_ema20_3,entry_close,entry_ema20,entry_high,entry_cont_high,entry_exec_distance_atr,entry_atr_ratio,entry_rsi,entry_adx,entry_price,is_winner,is_loser,is_recent,is_weak_slice,is_small_win
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.022637464454976365,strict_reclaim_retest_hold,True,True,True,True,True,True,False,True,3,5275.0,5248.7023002196265,5294.72,5314.35,1.3073889450848877,0.9840331761534066,55.486802661325484,17.490234290926296,5275.0,True,False,False,False,False
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,reclaim_without_retest,True,True,True,True,False,False,False,True,3,5730.98,5699.005767828285,5740.23,5874.34,1.6526216333057466,1.0632859130012906,55.633126132722666,29.78949146243034,5730.98,True,False,False,False,False
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.035751987797378634,reclaim_without_retest,True,True,True,True,False,False,False,True,3,7903.22,7477.698597357149,7931.51,7458.0,2.093665805887317,0.9715899309168708,61.61429125059328,31.501749690452012,7903.219999999999,False,True,False,False,False
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,ambiguous,True,True,False,True,False,False,False,False,3,9081.55,9020.56833854445,9142.64,9444.0,1.8650593591500995,1.0879211106222197,56.89679098560995,44.281356623457555,9081.55,True,False,False,False,False
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.047168457612992876,ambiguous,True,True,True,True,True,True,False,False,3,12178.85,11837.694255121214,12203.0,13970.0,1.4165407031148445,1.4671400458880561,55.85913330313096,37.30953536064776,12178.85,False,True,False,False,False
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.022053981682807262,ambiguous,True,True,False,True,True,True,False,False,3,11640.43,11424.78264420099,11694.02,12330.7,2.5017994742534038,1.2784041953278775,59.92055905458402,45.78224063426642,11640.43,False,True,False,False,False
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.008744121278183796,ambiguous,True,True,False,True,True,True,False,False,3,9339.19,9269.6284898733,9345.82,9578.0,2.220925575770377,0.9826988475624017,58.919720994917384,33.79610881668937,9339.19,False,True,False,False,False
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.013309530354511425,reclaim_then_failed_hold,True,True,True,False,True,True,True,False,1,9385.59,9355.421291224216,9618.79,9477.03,1.4790936843880174,1.0248531274726629,54.58992038004959,18.625429016207384,9385.59,False,True,False,False,False
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.05742075844509954,reclaim_without_retest,True,True,True,True,False,False,False,True,3,9418.48,9292.798201585187,9421.75,9350.0,1.6658293363415653,0.9377586099058031,60.16369909705881,16.266295348604846,9418.48,True,False,False,False,False
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653753,-0.018876957576938025,reclaim_without_retest,True,True,True,True,False,False,False,True,3,10164.99,9889.512641016023,10194.0,10188.0,2.984469569088639,1.169724957459711,65.11542172712217,25.082143436471306,10164.99,False,True,False,False,False
2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,Long1,-26.32533715328247,-0.026226494363381002,reclaim_then_failed_hold,True,True,False,False,True,True,True,False,1,8872.34,8807.361753400472,8906.0,9200.0,2.222294772527319,0.9152866658208444,55.668636038571336,39.961784324341366,8872.34,False,True,False,False,False
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,Long1,-26.534307907778906,-0.02644161279385159,ambiguous,True,True,True,True,True,True,False,False,3,8848.0,8787.348944057248,8860.0,9200.0,1.830931224798594,0.9461881287998298,54.49658153842437,30.168222891393988,8848.0,False,True,False,False,False
