scope,market,Long2_count,Long2_winners,Long2_losers,Long2_total_pnl,Long2_avg_trade,Long2_median_trade,Long2_win_rate,market_total_pnl,Long2_contribution_to_market_pnl_pct,Long1_total_pnl_same_market,Long2_status,Long2_Long1_relation
aggregate,ALL_4H_MARKETS,528,217,311,2469.5871175239813,4.677248328643904,-4.169332834093215,41.09848484848485,5761.965446784985,42.86015145928967,4863.715327414942,positive_markets=10;negative_markets=9;zero_or_none=0,aggregate_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,AAVEUSDT,30,12,18,-7.322891667702837,-0.24409638892342791,-9.938554416227355,40.0,29.899779184363553,-24.491457353412265,55.51602486409387,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,ADAUSDT,18,8,10,269.2062893635117,14.955904964639538,-4.781038306794205,44.44444444444444,396.90087880931014,67.82708321813796,137.81352477428837,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,ATOMUSDT,20,5,15,-142.02930856605903,-7.1014654283029515,-18.343956419514747,25.0,-282.66188591149614,50.24706748419899,127.48120677086936,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,AVAXUSDT,20,6,14,-72.58593683451831,-3.6292968417259153,-8.92328369015128,30.0,461.4015925841353,-15.731618182761792,518.3507747616814,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,BCHUSDT,27,11,16,-6.208917171972711,-0.22995989525824856,-6.111557128631009,40.74074074074074,-144.31591759007028,4.302309319481414,-129.37872464761531,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,BNBUSDT,50,26,24,1181.693909296226,23.63387818592452,0.5742993324590817,52.0,3100.9942727210628,38.10693620724789,1919.3003634248364,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,BTCUSDT,52,22,30,156.17659299853406,3.003396019202578,-2.067223414980619,42.30769230769231,483.7132267268347,32.28702139392418,341.91030523869273,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,DOGEUSDT,13,3,10,-50.47816338083383,-3.882935644679525,-10.518947897342352,23.076923076923077,-905.2296538210476,5.576282567386234,-430.21292691472854,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,DOTUSDT,10,3,7,-61.25695480646939,-6.125695480646939,-13.082668019283844,30.0,-674.2580445436779,9.085090686300475,-716.8200188545748,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,ETCUSDT,19,7,12,-18.192086725172885,-0.9574782486933098,-6.39718631625444,36.84210526315789,-193.01030909026915,9.425448210988883,-15.66371226476516,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,ETHUSDT,50,26,24,636.9927606931464,12.739855213862928,0.11334541292885394,52.0,1443.6234099435253,44.12457960335137,789.8839937985093,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,FILUSDT,3,1,2,123.07623658710642,41.02541219570214,-13.703051175520523,33.33333333333333,48.72536433460419,252.59172151474115,271.09543492576097,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,LINKUSDT,36,11,25,2.097349381617507,0.05825970504493075,-6.103699514711969,30.555555555555557,258.0378909473155,0.8128067447449918,257.167844069109,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,LTCUSDT,45,25,20,104.23060971760732,2.316235771502385,2.1445418014239457,55.55555555555556,735.6956261724786,14.167626666462091,1009.3733834910033,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,NEARUSDT,24,6,18,-134.00440208524373,-5.583516753551822,-15.788796687549233,25.0,-168.19674562769177,79.67122169049944,-157.05100979208606,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,SOLUSDT,39,18,21,41.083356674944476,1.0534194019216532,-2.466079806343406,46.15384615384615,612.6524059779546,6.705818221568006,760.800529498071,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,TRXUSDT,49,21,28,84.05345015602416,1.7153765337964113,-1.7224447928019684,42.857142857142854,138.45713375561797,60.707200760331816,-4.896534956040313,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,UNIUSDT,8,0,8,-166.46707850389365,-20.808384812986706,-22.23269663006033,0.0,-660.0582121362256,25.220060207286306,-399.7859723638178,negative_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
market,XRPUSDT,15,6,9,529.5223023971292,35.30148682647528,-5.825855293271702,40.0,1079.5946343482624,49.048252515333694,528.8308415916562,positive_long2_total_pnl,same_market_pnl_only; per-lifecycle pairing not inferable from closed trade export
