Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
0.18947872000000002,595,609,5275.0,5399.75,,,22.62615133683996,1.01131898316,0.022637464454976365,2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,2 days 08:00:00,Long1
0.17444248,680,741,5730.98,7344.03,,,280.24402377878755,1.1404185852124,0.2803207296134343,2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,10 days 12:00:00,Long1
0.1268505,753,776,7903.219999999999,7628.430000000001,,,-35.842347679162344,0.9850987841625001,-0.035751987797378634,2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,3 days 20:00:00,Long1
0.11035221,938,991,9081.55,11022.01,,,213.02481327916627,1.1092361374338,0.2125637385688568,2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,8 days 20:00:00,Long1
0.08246249,995,999,12178.85,11616.29,,,-47.37120162154921,0.9811032471493002,-0.047168457612992876,2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,0 days 16:00:00,Long1
0.08623606,1233,1253,11640.43,11395.23,,,-22.138334190949767,0.9932522789498,-0.022053981682807262,2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,3 days 08:00:00,Long1
0.10746152,2297,2306,9339.19,9266.83,,,-8.775631182375356,0.9997155951752,-0.008744121278183796,2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,1 days 12:00:00,Long1
0.10692091000000001,2312,2315,9385.59,9270.0,,,-13.35632431659338,0.99733632969345,-0.013309530354511425,2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,0 days 12:00:00,Long1
0.10653337,2326,2355,9418.48,9968.99,,,57.61497926126308,1.03270625743695,0.05742075844509954,2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,4 days 20:00:00,Long1
0.09876628,2363,2387,10164.99,9983.18,,,-18.951677266653753,0.9949798998538,-0.018876957576938025,2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,4 days 00:00:00,Long1
0.11313462,2855,2858,8872.34,8648.41,,,-26.32533715328247,0.9911016966825001,-0.026226494363381002,2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,0 days 12:00:00,Long1
0.1134161,2860,2893,8848.0,8622.78,,,-26.534307907778906,0.9907338657790001,-0.02644161279385159,2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,5 days 12:00:00,Long1
0.10373742,2944,2947,9670.96,9530.0,,,-15.618755749161608,0.9959290259616,-0.01556830759304146,2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,0 days 12:00:00,Long1
0.10343507,3018,3034,9697.72,9468.81,,,-24.66856755980353,0.9912456861035499,-0.024592715091794743,2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,2 days 16:00:00,Long1
0.10202442,3046,3051,9829.39,9696.6,,,-14.54388663413781,0.9960639023379,-0.014502730586536776,2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,0 days 20:00:00,Long1
0.0834923,3445,3447,12009.4,11733.03,,,-24.065921995144347,0.9911550441445001,-0.02400130023148514,2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,0 days 08:00:00,Long1
0.08457797,3480,3483,11852.4,11750.65,,,-9.60395747490415,0.9981490274042499,-0.009580466825284217,2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,0 days 12:00:00,Long1
