EntryTime,ExitTime,Tag,PnL,ReturnPct,continuation_label,reclaimed_ema20,recent_touch_ema20,recent_close_below_ema20,immediate_hold_3,delayed_hold_5,immediate_breakout_hold_3,delayed_breakout_hold_5,second_confirmation_5,shallow_retest_5,deep_retest_5,entry_exec_distance_atr,entry_atr_ratio,entry_rsi,entry_adx,entry_cont_level,entry_price
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.022637464454976365,immediate_reclaim_hold,True,True,True,True,True,True,True,True,True,False,1.3073889450848877,0.9840331761534066,55.486802661325484,17.490234290926296,5314.35,5275.0
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,immediate_reclaim_hold,True,True,True,True,True,True,True,True,False,False,1.6526216333057466,1.0632859130012906,55.633126132722666,29.78949146243034,5874.34,5730.98
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.035751987797378634,immediate_reclaim_hold,True,True,True,True,True,True,True,True,False,False,2.093665805887317,0.9715899309168708,61.61429125059328,31.501749690452012,7931.51,7903.219999999999
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,reclaim_failed_persistence,True,True,False,True,True,False,False,True,True,False,1.8650593591500995,1.0879211106222197,56.89679098560995,44.281356623457555,9444.0,9081.55
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.047168457612992876,reclaim_failed_persistence,True,True,True,True,False,False,False,True,True,True,1.4165407031148445,1.4671400458880561,55.85913330313096,37.30953536064776,13970.0,12178.85
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.022053981682807262,reclaim_failed_persistence,True,True,False,True,True,False,False,True,True,False,2.5017994742534038,1.2784041953278775,59.92055905458402,45.78224063426642,12330.7,11640.43
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.008744121278183796,reclaim_failed_persistence,True,True,False,True,True,False,False,True,True,False,2.220925575770377,0.9826988475624017,58.919720994917384,33.79610881668937,9578.0,9339.19
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.013309530354511425,reclaim_failed_persistence,True,True,True,False,False,False,False,False,True,True,1.4790936843880174,1.0248531274726629,54.58992038004959,18.625429016207384,9618.79,9385.59
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.05742075844509954,immediate_reclaim_hold,True,True,True,True,True,True,True,True,False,False,1.6658293363415653,0.9377586099058031,60.16369909705881,16.266295348604846,9421.75,9418.48
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653753,-0.018876957576938025,immediate_reclaim_hold,True,True,True,True,True,True,True,True,False,False,2.984469569088639,1.169724957459711,65.11542172712217,25.082143436471306,10194.0,10164.99
2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,Long1,-26.32533715328247,-0.026226494363381002,reclaim_failed_persistence,True,True,False,False,False,False,False,True,True,True,2.222294772527319,0.9152866658208444,55.668636038571336,39.961784324341366,9200.0,8872.34
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,Long1,-26.534307907778906,-0.02644161279385159,reclaim_failed_persistence,True,True,True,True,True,False,False,True,True,False,1.830931224798594,0.9461881287998298,54.49658153842437,30.168222891393988,9200.0,8848.0
2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,Long1,-15.618755749161608,-0.01556830759304146,reclaim_failed_persistence,True,True,False,False,False,False,False,True,True,True,1.2218007319504587,0.9244623893595445,55.632225836860584,16.84092527861492,9950.0,9670.96
2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,Long1,-24.66856755980353,-0.024592715091794743,reclaim_failed_persistence,True,True,False,True,True,False,False,False,True,False,2.7359849436626975,0.9948911438362549,70.20345606672447,27.698654742144623,9740.0,9697.72
2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,Long1,-14.54388663413781,-0.014502730586536776,reclaim_failed_persistence,True,True,True,True,True,False,False,False,True,False,1.716319515424268,0.9744663672586495,59.316055506132216,17.655943354064853,9840.79,9829.39
2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,Long1,-24.065921995144347,-0.02400130023148514,reclaim_failed_persistence,True,True,True,True,True,False,False,False,True,False,2.8777615639775793,0.9398293068170295,65.53093230143419,17.26648825883095,12067.35,12009.4
2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,Long1,-9.60395747490415,-0.009580466825284217,reclaim_failed_persistence,True,True,False,False,False,False,False,False,True,True,1.147438028497798,0.9249437163176552,59.14229757413561,18.59831770176521,11980.0,11852.4
2020-08-31 08:00:00+00:00,2020-09-01 00:00:00+00:00,Long1,-0.06659457436589866,-6.643805358988019e-05,immediate_reclaim_hold,True,True,False,True,True,True,True,True,True,False,1.0132305546327662,0.9046087252978621,59.176872061481,18.214560947672343,11726.89,11680.58
2020-10-12 12:00:00+00:00,2020-10-16 04:00:00+00:00,Long1,-22.12569485733232,-0.022073706553944705,reclaim_failed_persistence,True,True,False,True,True,False,False,False,False,False,3.6441033435032724,1.1617299815932498,68.93659912813169,34.81060406657388,11590.0,11549.38
2020-10-25 16:00:00+00:00,2020-10-28 12:00:00+00:00,Long1,12.75267976543458,0.01272552169272575,reclaim_failed_persistence,True,True,False,True,True,False,False,True,True,False,3.0543219696012875,0.9269347174942946,60.89415156686667,60.68796047434882,13350.0,13042.159999999998
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,Long1,-3.5944577257674766,-0.003586346976062336,reclaim_failed_persistence,True,True,True,True,False,False,False,True,True,True,1.8438918341029014,1.1890745310788093,57.22710231537901,32.33318401010861,13859.48,13436.950000000003
