Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
0.18665954,597,609,5354.67,5399.75,,,7.410904518116584,1.0037075450834,0.007414610050666045,2019-04-22 16:00:00+00:00,2019-04-24 16:00:00+00:00,2 days 00:00:00,Long1
0.098335,2363,2387,10164.99,9983.18,,,-18.868921498474954,0.990635148475,-0.018876957576938025,2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,4 days 00:00:00,Long1
0.10757198,2875,2893,9290.39,8622.78,,,-72.7796071502881,0.9634775824883002,-0.0728243469865095,2020-05-07 00:00:00+00:00,2020-05-10 00:00:00+00:00,3 days 00:00:00,Long1
0.10297866,3018,3034,9697.72,9468.81,,,-24.559716848724882,0.9868717881249,-0.024592715091794743,2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,2 days 16:00:00,Long1
0.08313594,3445,3447,12009.4,11733.03,,,-23.963204355766948,0.9869246179671001,-0.02400130023148514,2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,0 days 08:00:00,Long1
0.08742187,3840,3848,11417.89,11305.87,,,-10.78627467371551,0.9932767963156001,-0.010806014070900928,2020-10-14 20:00:00+00:00,2020-10-16 04:00:00+00:00,1 days 08:00:00,Long1
0.056180520000000005,4053,4071,17765.33,17887.82,,,5.8800456414808995,1.001506253319,0.0058914427708349456,2020-11-19 08:00:00+00:00,2020-11-22 08:00:00+00:00,3 days 00:00:00,Long1
0.05235377,4083,4088,19064.99,18975.13,,,-5.700281618826227,0.9957718466262001,-0.0057109948654575915,2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,0 days 20:00:00,Long1
0.02031339,4590,4623,49133.45,54524.94,,,108.46661239967904,1.05282665142105,0.10867669184638988,2021-02-16 20:00:00+00:00,2021-02-22 08:00:00+00:00,5 days 12:00:00,Long1
0.01692952,4876,4878,59018.29000000001,59129.99,,,0.8909305493870558,1.0000968346128,0.0008916873057487004,2021-04-05 12:00:00+00:00,2021-04-05 20:00:00+00:00,0 days 08:00:00,Long1
0.01671699,4908,4940,59769.13,61414.83,,,26.49823491925979,1.0129155237402,0.026520513515923615,2021-04-10 20:00:00+00:00,2021-04-16 04:00:00+00:00,5 days 08:00:00,Long1
0.024560580000000002,5609,5611,40692.24,40219.47,,,-12.605124669795813,0.9936192631959,-0.012612376585805931,2021-08-05 16:00:00+00:00,2021-08-06 00:00:00+00:00,0 days 08:00:00,Long1
0.02019731,5779,5792,49476.83,49857.14,,,6.678099473289563,1.00313949281035,0.006682784952067379,2021-09-03 00:00:00+00:00,2021-09-05 04:00:00+00:00,2 days 04:00:00,Long1
0.02092552,5968,6017,47758.23,55329.77999999999,,,157.36003584849223,1.0785851075076,0.15745989738313143,2021-10-04 12:00:00+00:00,2021-10-12 16:00:00+00:00,8 days 04:00:00,Long1
0.01684182,6031,6051,59431.71000000001,60933.03999999999,,,24.271548893677355,1.0135807269225001,0.024248799588636908,2021-10-15 00:00:00+00:00,2021-10-18 08:00:00+00:00,3 days 08:00:00,Long1
0.01464815,6190,6192,68348.63,64882.43,,,-51.749211805769626,0.9757942757695001,-0.051688168877708406,2021-11-10 12:00:00+00:00,2021-11-10 20:00:00+00:00,0 days 08:00:00,Long1
0.03254716,9769,9772,30745.049999999996,30067.72,,,-23.034809360416443,0.9896414776166,-0.023019522980121877,2023-06-30 00:00:00+00:00,2023-06-30 12:00:00+00:00,0 days 12:00:00,Long1
0.03269771,9838,9857,30596.449999999997,30115.170000000002,,,-16.72931934099504,0.9925654721951,-0.016722064487873577,2023-07-11 12:00:00+00:00,2023-07-14 16:00:00+00:00,3 days 04:00:00,Long1
0.02894485,10517,10527,34557.67,34252.4,,,-9.83184293681957,0.99584857731975,-0.009829222716693425,2023-11-01 16:00:00+00:00,2023-11-03 08:00:00+00:00,1 days 16:00:00,Long1
0.026622,10631,10636,37569.23,36975.04,,,-16.810784957970174,0.9922587779700001,-0.016807960530466164,2023-11-20 16:00:00+00:00,2023-11-21 12:00:00+00:00,0 days 20:00:00,Long1
0.02627994,10687,10753,38051.84,42309.58,,,110.83720508764273,1.0559466479574002,0.11083719709743364,2023-11-30 00:00:00+00:00,2023-12-11 00:00:00+00:00,11 days 00:00:00,Long1
0.022951720000000002,10840,10842,43618.0,43576.13,,,-1.9616161451017766,1.0006276287018,-0.0019594448392865407,2023-12-25 12:00:00+00:00,2023-12-25 20:00:00+00:00,0 days 08:00:00,Long1
0.01921434,11183,11187,52101.10999999999,50965.53,,,-22.809598949008706,0.9901787318088,-0.02278479901867725,2024-02-20 16:00:00+00:00,2024-02-21 08:00:00+00:00,0 days 16:00:00,Long1
0.01453387,11285,11299,68863.99,68604.42,,,-4.771530635923517,0.99897400002335,-0.004767429319736057,2024-03-08 16:00:00+00:00,2024-03-11 00:00:00+00:00,2 days 08:00:00,Long1
0.0144064,11400,11426,69469.99,69594.94,,,0.7983671762238369,1.0017125037760002,0.0007977190582579413,2024-03-27 20:00:00+00:00,2024-04-01 04:00:00+00:00,4 days 08:00:00,Long1
0.015551800000000001,12475,12493,64354.00000000001,63514.33999999999,,,-14.0525158130062,0.994291425006,-0.014040994654567164,2024-09-23 00:00:00+00:00,2024-09-26 00:00:00+00:00,3 days 00:00:00,Long1
0.01345931,12739,12810,74348.53,89855.99,,,207.61467168355946,1.1050397690406002,0.20747360761537595,2024-11-06 00:00:00+00:00,2024-11-17 20:00:00+00:00,11 days 20:00:00,Long1
0.0103554,13830,13867,96834.02,101719.4,,,49.56201400926579,1.028050042734,0.04942584527627759,2025-05-06 20:00:00+00:00,2025-05-13 00:00:00+00:00,6 days 04:00:00,Long1
0.00942424,13902,13932,106454.26,107318.3,,,7.135598374173004,1.0073219554272002,0.00711247929392412,2025-05-18 20:00:00+00:00,2025-05-23 20:00:00+00:00,5 days 00:00:00,Long1
0.00841871,14262,14267,119177.56,117374.76,,,-16.17298307895361,0.9957326909536,-0.016119445304971874,2025-07-17 20:00:00+00:00,2025-07-18 16:00:00+00:00,0 days 20:00:00,Long1
0.00846549,14401,14428,118500.0,118257.25,,,-3.0571307636513447,1.00213306615125,-0.0030474989451478203,2025-08-10 00:00:00+00:00,2025-08-14 12:00:00+00:00,4 days 12:00:00,Long1
