inst_id,bucket_start_utc,feature_name,feature_value,valid_only_if,caveat,notes
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_buy_volume,113.61,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_sell_volume,88.3,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,total_taker_volume,201.91,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_buy_ratio,0.5626764399980189193204893269,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_sell_ratio,0.4373235600019810806795106731,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_imbalance,0.1253528799960378386409786539,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_delta,25.31,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_buy_volume,1275.03,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_sell_volume,296.22,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,total_taker_volume,1571.25,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_buy_ratio,0.8114749403341288782816229117,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_sell_ratio,0.1885250596658711217183770883,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_imbalance,0.6229498806682577565632458234,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
BTC-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_delta,978.81,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_buy_volume,8.94,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_sell_volume,134.3,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,total_taker_volume,143.24,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_buy_ratio,0.06241273387321977101368332868,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_sell_ratio,0.9375872661267802289863166713,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_imbalance,-0.8751745322535604579726333426,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T12:00:00+00:00,taker_delta,-125.36,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_buy_volume,901.23,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_sell_volume,990.94,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,total_taker_volume,1892.17,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_buy_ratio,0.4762944132926745482699757421,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_sell_ratio,0.5237055867073254517300242579,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
DOGE-USDT-SWAP,2026-05-25T08:00:00+00:00,taker_imbalance,-0.04741117341465090346004851573,side_semantics_proven_and_bucket_complete,side documented as taker side but bucket is partial bounded sample,Sample-only reconstruction diagnostic; not validation input.
