entry_time,entry_price,weekly_bias,daily_state,exec_distance_atr,rsi,adx,atr_ratio,tp1_leg_exit_time,tp1_leg_exit_price,tp1_leg_pnl,tp1_leg_tp_column,runner_exit_time,runner_exit_price,runner_pnl,tp1_theoretical_reached,tp2_theoretical_reached,runner_stop_last,runner_stop_max,runner_stop_min,runner_peak_high,broker_tp_from_current_code_unscaled,broker_sl_from_current_code_scaled,broker_sl_invalid_at_entry,legs_exit_same_time,legs_exit_same_price
2025-01-20 04:00:00+00:00,107120.65000000001,bull,bull,2.6402931478974185,63.20208052586966,29.98633203923935,1.4963415664392996,2025-01-20 16:00:00+00:00,103691.63,-16.69963334757902,362358576879.93555,2025-01-20 16:00:00+00:00,103691.63,-16.61615020215222,False,False,103235.84932911179,104203.38024263852,103235.84932911179,109588.0,362358576879.93555,-3623.5836263863553,True,True,True
2025-01-21 16:00:00+00:00,107031.34,bull,bull,1.8895315823170458,59.781352001729516,21.508208080835562,1.2853273276902597,2025-01-22 12:00:00+00:00,104180.00999999998,-13.978144600287036,414209998374.2397,2025-01-22 12:00:00+00:00,104180.00999999998,-13.908242640930036,False,False,103577.82128495791,103577.82128495791,102889.241086571,107240.81,414209998374.2397,-4142.097843115596,True,True,True
2025-04-28 16:00:00+00:00,94787.2,bull,bull,2.506832606539574,57.68998339125865,34.15331964992705,1.0300967562711751,2025-04-30 12:00:00+00:00,94004.63,-4.679849678465126,157819062417.0306,2025-04-30 12:00:00+00:00,94004.63,-4.656452227852926,False,False,93200.75924209002,93352.19575962333,93200.75924209002,95461.53,157819062417.0306,-1578.188728426306,True,True,True
2025-05-06 20:00:00+00:00,96834.02,bull,bull,2.011796373454865,62.48193365378986,26.098024243186043,1.1809665586294666,2025-05-13 00:00:00+00:00,101719.4,24.998439677097597,150228485232.62518,2025-05-13 00:00:00+00:00,101719.4,24.873426659162796,True,True,102732.21006415776,103063.69985188488,95331.73611601396,105819.45,150228485232.62518,-1502.282915645852,True,True,True
2025-05-14 08:00:00+00:00,103944.93,bull,bull,1.864674499950944,55.6332014765813,33.9927283364387,0.9755856213908022,2025-05-15 00:00:00+00:00,102753.63,-6.30262457138875,185791536116.70456,2025-05-15 00:00:00+00:00,102753.63,-6.271112807913551,False,False,102170.6872929878,102170.6872929878,102056.5024155478,104356.95,185791536116.70456,-1857.9132822684458,True,True,True
2025-05-15 20:00:00+00:00,103763.71,bull,bull,1.3574928907005226,54.78246890907229,22.551725050537005,0.9788766458968953,2025-05-17 00:00:00+00:00,103508.48,-1.7498705544905322,188010244659.18478,2025-05-17 00:00:00+00:00,103508.48,-1.7411213990944319,False,False,102136.73538635136,102136.73538635136,101883.60859104525,104550.33,188010244659.18478,-1880.100371317648,True,True,True
2025-05-18 20:00:00+00:00,106454.26,bull,bull,2.941879414664002,65.35134477017746,18.002814821712384,1.1068646796291381,2025-05-23 20:00:00+00:00,107318.3,3.598524485044103,175418506850.91013,2025-05-23 20:00:00+00:00,107318.3,3.580534512656902,True,False,108273.65033566424,108704.9191821847,104310.50677029656,111980.0,175418506850.91013,-1754.1829394239012,True,True,True
2025-05-24 08:00:00+00:00,109208.56,bull,bull,1.3823183898578086,54.30466825676239,31.506820304537825,1.0202473804346153,2025-05-24 20:00:00+00:00,107761.90999999999,-7.205205916744969,242279850584.79074,2025-05-24 20:00:00+00:00,107761.90999999999,-7.16917343335002,False,False,106974.50242965168,106990.15184731719,106785.76258623769,109506.03,242279850584.79074,-2422.796321676708,True,True,True
2025-05-25 20:00:00+00:00,109004.19,bull,bull,1.2098197892973093,54.62957653616458,22.707347523531368,0.934224467611982,2025-05-27 00:00:00+00:00,108892.16,-1.0256016960282297,212392599098.07373,2025-05-27 00:00:00+00:00,108892.16,-1.0204750023682299,False,False,107412.38992824896,107552.8812688835,106880.26509906116,110422.22,212392599098.07373,-2123.923810896937,True,True,True
2025-05-27 12:00:00+00:00,110140.10999999999,bull,bull,1.582578753466474,58.1979785164081,16.112744676465102,0.9501152323115056,2025-05-27 20:00:00+00:00,108938.17,-6.023925330222186,197308228705.14972,2025-05-27 20:00:00+00:00,108938.17,-5.993813769167785,False,False,108207.76805931164,108208.83675618176,108167.02881434959,110718.0,197308228705.14972,-1973.0800842492972,True,True,True
