EntryTime,ExitTime,Tag,PnL,ReturnPct,entry_bar,regime_label,bull_alignment,weekly_bull,daily_bull,exec_bull_structure,exec_slope_up,entry_close,entry_ema20,entry_cont_high,entry_cont_gap_atr,entry_close_ema20_gap_atr,entry_exec_distance_atr,entry_atr_ratio,entry_adx,entry_di_spread,recent_close_below_ema20_1,recent_close_below_ema20_2,label_tight,candidate_in_tight,recent_close_below_ema20_tight,breakout_like_tight,label_center,candidate_in_center,recent_close_below_ema20_center,breakout_like_center,label_loose,candidate_in_loose,recent_close_below_ema20_loose,breakout_like_loose,candidate_consensus_count,orderly_reset,multi_bar_support_acceptance,support_to_release_sequence,group,momentum_persistence,p1_bar,e0_bar,e1_bar,e2_bar,p1_low,e0_high,e1_high,e2_high,e1_close_ema20_gap_atr,e2_close_ema20_gap_atr,e0_di_spread,e1_di_spread,e2_di_spread,e0_adx,e1_adx,e2_adx,e1_exec_distance_atr,e2_exec_distance_atr,e1_cont_high,e2_cont_high,min_low_e1e2,min_low_e1e2_vs_p1_low,second_step_printed,fast_support_held,energy_not_collapsing,sustained_continuation_lane
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.0226374644549763,595,other,True,True,True,True,True,5275.0,5248.7023002196265,5314.35,0.6762784232329873,0.4519584991645562,1.3073889450848877,0.9840331761534066,17.490234290926296,1.6396468845032928,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,594,595,596,597,5218.0,5294.72,5348.39,5400.0,0.4651654103751151,1.3991245818526508,1.6396468845032928,7.830277552186885,12.112227585074946,17.490234290926296,17.662482801711796,18.642889863303523,1.2874072882872358,2.200512449129827,5314.35,5348.39,5250.9,32.899999999999636,True,True,True,True
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,680,unstable_transition,True,True,True,True,True,5730.98,5699.005767828285,5874.34,1.545130228076769,0.3446174152348019,1.6526216333057466,1.0632859130012906,29.78949146243034,1.5507414037653042,False,True,excluded_energy_quality,False,False,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,679,680,681,682,5619.48,5740.23,5805.0,5797.2,0.9038758322875271,0.40463904429604924,1.5507414037653042,6.516791854456393,6.178127658586096,29.78949146243034,28.657554939059498,27.606471024500856,2.234244410477378,1.7346793167640564,5839.9,5830.67,5730.25,110.77000000000044,True,True,True,True
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.0357519877973786,753,mature_trend,True,True,True,True,True,7903.22,7477.698597357149,7458.0,0.0,1.4306324269203734,2.093665805887317,0.9715899309168708,31.50174969045201,7.093633869165391,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,752,753,754,755,7230.0,7931.51,7997.0,8092.9,1.3441236672051045,1.4174463151391505,7.093633869165391,8.394334078056293,10.326943049228994,31.501749690452012,30.620553886078397,30.12013437694318,2.0827033265699737,2.2262066416975004,7931.51,7997.0,7815.97,585.9700000000003,True,True,True,True
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,938,unstable_transition,True,True,True,True,True,9081.55,9020.56833854445,9444.0,1.708940964225153,0.2875267190726944,1.8650593591500997,1.0879211106222195,44.28135662345756,6.418819684509103,False,False,excluded_depth_or_extension,False,False,False,momentum_persistence_candidate,True,False,False,momentum_persistence_candidate,True,False,False,2,True,True,True,mp_orderly_support_releasing_lane_sustained,True,937,938,939,940,8950.0,9142.64,9170.0,9206.28,0.521316639073704,0.6356593625134137,6.418819684509103,7.0693846485996445,8.173575344810581,44.281356623457555,42.73870798417304,41.53582499345478,2.1105853672598336,2.2710868946040694,9444.0,9444.0,9036.71,86.70999999999913,True,True,True,True
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.0471684576129928,995,unstable_transition,True,True,True,True,True,12178.85,11837.694255121214,13970.0,2.496342149642533,0.4754718842830633,1.4165407031148445,1.467140045888056,37.30953536064776,0.3109044893653703,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,994,995,996,997,10982.88,12203.0,12190.14,12400.0,0.19428800983890326,0.6692385038696103,0.3109044893653703,0.293559016048377,2.4231106181531707,37.30953536064776,34.695723341837244,32.64349390976111,1.1257095515827593,1.6153416797176714,13970.0,13478.04,11639.0,656.1200000000008,True,True,True,True
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.0220539816828072,1233,weakening_trend,True,True,True,True,True,11640.43,11424.78264420099,12330.7,2.2874093643814666,0.7146099078023928,2.501799474253404,1.2784041953278775,45.78224063426642,9.200552075992146,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,0,False,False,False,other_long1,False,1232,1233,1234,1235,11226.7,11694.02,11725.27,11745.81,0.34975843762890446,0.950082786614839,9.200552075992146,9.513783624862173,7.331276731121937,45.78224063426642,44.20201484672114,42.38831476099668,2.1311973227864844,2.7253953752029485,12330.7,12330.7,11463.14,236.4399999999987,True,True,True,True
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.0087441212781837,2297,weakening_trend,True,True,True,True,True,9339.19,9269.6284898733,9578.0,1.6014248266900988,0.466469282270233,2.220925575770377,0.9826988475624016,33.79610881668937,3.951051467267213,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,0,False,False,False,other_long1,False,2296,2297,2298,2299,9270.4,9345.82,9367.5,9430.0,0.20417238081324976,0.4991923730699029,3.951051467267213,4.794231923783062,7.56352720676534,33.79610881668937,32.22951462218961,31.247908688043644,1.9336047638839229,2.2056163384137983,9578.0,9578.0,9256.24,-14.159999999999854,True,True,True,True
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.0133095303545114,2312,other,True,True,True,True,True,9385.59,9355.421291224216,9477.03,0.6409237915237451,0.2114593527334957,1.4790936843880174,1.0248531274726629,18.625429016207384,3.1394674606623063,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,2311,2312,2313,2314,9322.0,9618.79,9426.6,9399.42,0.08337966125160652,0.0,3.1394674606623063,3.0088569317695963,0.5904567425862233,18.625429016207384,17.815668877289102,16.644876129948983,1.3455854826145872,1.2029947305711755,9618.79,9618.79,9303.2,-18.799999999999272,False,True,False,False
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.0574207584450995,2326,mature_trend,True,True,True,True,True,9418.48,9292.798201585189,9350.0,0.0,1.039312806031936,1.6658293363415653,0.9377586099058032,16.266295348604846,3.149874996103243,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,2325,2326,2327,2328,9216.75,9421.75,9494.2,9744.45,1.4705225157983015,2.4133770954116414,3.149874996103243,7.364053504626561,20.082016883329125,16.266295348604846,16.33179190506219,18.020518240140454,2.17687204730131,3.183781593514713,9421.75,9494.2,9410.0,193.25,True,True,True,True
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653757,-0.018876957576938,2363,mature_trend,True,True,True,True,True,10164.99,9889.512641016025,10188.0,0.1572622770433083,1.882755182429234,2.984469569088639,1.169724957459711,25.082143436471306,14.781412748268394,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,2362,2363,2364,2365,9730.89,10194.0,10323.59,10260.0,2.1967136950240937,1.8877853745255055,14.781412748268394,19.885685587011196,18.982582472693302,25.082143436471306,26.11746452795037,27.07883411289522,3.3824677073343166,3.1758460501130186,10194.0,10323.59,10160.15,429.2600000000002,True,True,True,True
