Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
0.09473936000000001,595,597,5275.0,5362.27914121203,5187.72085878797,5362.27914121203,7.764885470787401,0.5038845089898887,0.015537535856194034,2019-04-22 08:00:00+00:00,2019-04-22 16:00:00+00:00,0 days 08:00:00,Long1_TP1
0.09426566,595,606,5275.0,5416.736934204374,5416.736934204374,,12.856993829827267,0.503931819324576,0.02585612620611789,2019-04-22 08:00:00+00:00,2019-04-24 04:00:00+00:00,1 days 20:00:00,Long1_Run
0.09167391,608,609,5425.25,5399.75,5287.2067581704005,,-2.833869742875032,0.496185037875,-0.0056978941062624825,2019-04-24 12:00:00+00:00,2019-04-24 16:00:00+00:00,0 days 04:00:00,Long1_Run
0.09213458000000001,608,609,5425.25,5399.75,5288.112662645046,5562.387337354955,-2.848110204250032,0.49867841425000003,-0.0056978941062624825,2019-04-24 12:00:00+00:00,2019-04-24 16:00:00+00:00,0 days 04:00:00,Long1_TP1
0.08721454000000001,680,683,5730.98,5870.152735147161,5591.807264852838,5870.152735147161,11.63199234891412,0.5058937274874007,0.023272139979477746,2019-05-06 12:00:00+00:00,2019-05-07 00:00:00+00:00,0 days 12:00:00,Long1_TP1
0.08677846,680,689,5730.98,5793.600596032539,5793.600596032539,,4.934076209851117,0.5000426781347929,0.00992121866321698,2019-05-06 12:00:00+00:00,2019-05-08 00:00:00+00:00,1 days 12:00:00,Long1_Run
0.08502639000000001,689,695,5879.44,6038.598202456046,5720.281797543952,6038.598202456046,13.025973511608347,0.5066738821184633,0.026056764480089863,2019-05-08 00:00:00+00:00,2019-05-09 00:00:00+00:00,1 days 00:00:00,Long1_TP1
0.08460126,689,713,5879.44,6967.782256804236,6967.782256804236,,91.53168064166913,0.543445595212841,0.18401729512943998,2019-05-08 00:00:00+00:00,2019-05-12 00:00:00+00:00,4 days 00:00:00,Long1_Run
0.062189140000000004,738,741,8006.669999999999,7569.395555224206,7569.395555224206,,-27.678052725315588,0.484331060731508,-0.05558646447941593,2019-05-16 12:00:00+00:00,2019-05-17 00:00:00+00:00,0 days 12:00:00,Long1_Run
0.06250165,738,741,8006.669999999999,7559.452685348783,7559.452685348783,8453.887314651216,-28.43827425023856,0.4864541759683649,-0.056827666931931815,2019-05-16 12:00:00+00:00,2019-05-17 00:00:00+00:00,0 days 12:00:00,Long1_TP1
0.06296786,753,762,7903.219999999999,7646.847517532956,7646.847517532956,,-16.632803821054566,0.48957723721728136,-0.033422771506526505,2019-05-19 00:00:00+00:00,2019-05-20 12:00:00+00:00,1 days 12:00:00,Long1_Run
0.06328428,753,776,7903.219999999999,7628.430000000001,7457.066192807007,8349.373807192993,-17.881341944930924,0.491454643731,-0.035751987797378634,2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,3 days 20:00:00,Long1_TP1
0.05505416,938,948,9081.55,9399.685623980731,8763.414376019267,9399.685623980731,17.005955092814865,0.5087344515201675,0.034013467543397465,2019-06-18 20:00:00+00:00,2019-06-20 12:00:00+00:00,1 days 16:00:00,Long1_TP1
0.054778890000000004,938,960,9081.55,10369.222234872223,10369.222234872223,,70.00450985378515,0.5327458563345598,0.14071902359782065,2019-06-18 20:00:00+00:00,2019-06-22 12:00:00+00:00,3 days 16:00:00,Long1_Run
0.04088316,995,999,12178.85,11616.29,11141.136508151187,,-23.485640747521156,0.4864102579212001,-0.047168457612992876,2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,0 days 16:00:00,Long1_Run
