EntryTime,ExitTime,Tag,PnL,ReturnPct,path_label,pullback_depth_atr,closes_above_ema20,closes_above_ema50,closes_below_ema20,closes_below_ema50,ema20_reclaim_bars_ago,volatility_compression,di_spread_std,close_direction_changes,push_count,pre_entry_breakout_challenge,close_recovery_atr,entry_exec_distance_atr,entry_atr_ratio,entry_rsi,entry_adx,entry_price,entry_ema20,entry_ema50
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.022637464454976365,noisy_rebound,1.8904860624047755,4,9,5,0,0,True,5.253442352647685,5,1,True,-0.47898042326564444,1.3073889450848877,0.9840331761534066,55.486802661325484,17.490234290926296,5275.0,5248.7023002196265,5198.928143761927
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,multi_push_failed_recovery,1.2054085149839842,7,9,2,0,0,False,6.984417160896395,4,2,False,-0.2588869146094065,1.6526216333057466,1.0632859130012906,55.633126132722666,29.78949146243034,5730.98,5699.005767828285,5577.6467514196465
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.035751987797378634,noisy_rebound,3.1038623400135483,1,7,8,2,0,True,5.324568173838037,4,2,True,2.5770260871104718,2.093665805887317,0.9715899309168708,61.61429125059328,31.501749690452012,7903.219999999999,7477.698597357149,7280.4886864757245
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,multi_push_failed_recovery,0.6202543353395424,9,9,0,0,0,False,6.631367275140205,4,1,True,-0.3624397625051417,1.8650593591500995,1.0879211106222197,56.89679098560995,44.281356623457555,9081.55,9020.56833854445,8685.98878467712
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.047168457612992876,ambiguous_path,2.3048465120014177,4,8,5,1,0,False,8.608747934362203,1,1,False,-1.119413254708644,1.4165407031148445,1.4671400458880561,55.85913330313096,37.30953536064776,12178.85,11837.694255121214,11162.468138744533
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.022053981682807262,multi_push_failed_recovery,1.371014061636088,9,9,0,0,0,False,7.531621696875152,6,2,True,-0.3711775434313651,2.5017994742534038,1.2784041953278775,59.92055905458402,45.78224063426642,11640.43,11424.78264420099,10885.463639372256
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.008744121278183796,multi_push_failed_recovery,0.8662621293573463,9,9,0,0,0,False,4.90660992380356,3,1,True,-0.3475643765644147,2.220925575770377,0.9826988475624017,58.919720994917384,33.79610881668937,9339.19,9269.6284898733,9007.997909113077
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.013309530354511425,multi_push_failed_recovery,1.8615808157348055,7,9,2,0,0,True,4.354391388151025,4,1,True,0.12967071460180685,1.4790936843880174,1.0248531274726629,54.58992038004959,18.625429016207384,9385.59,9355.421291224216,9174.569082553795
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.05742075844509954,noisy_rebound,2.691440950445101,1,6,8,3,0,True,4.392992679236699,3,2,True,1.1207515040213296,1.6658293363415653,0.9377586099058031,60.16369909705881,16.266295348604846,9418.48,9292.798201585187,9217.034943585359
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653753,-0.018876957576938025,noisy_rebound,3.177982885804746,2,9,7,0,0,False,6.023878154430589,5,1,False,1.3395656801602842,2.984469569088639,1.169724957459711,65.11542172712217,25.082143436471306,10164.99,9889.512641016023,9728.31411004186
2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,Long1,-26.32533715328247,-0.026226494363381002,multi_push_failed_recovery,0.7471177932988573,9,9,0,0,0,True,4.727655180801737,6,2,True,0.17864847321366017,2.222294772527319,0.9152866658208444,55.668636038571336,39.961784324341366,8872.34,8807.361753400472,8395.410194522196
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,Long1,-26.534307907778906,-0.02644161279385159,noisy_rebound,1.542675118741611,6,9,3,0,0,True,7.146756695705853,4,1,False,-0.6755118809827146,1.830931224798594,0.9461881287998298,54.49658153842437,30.168222891393988,8848.0,8787.348944057248,8461.085365782505
2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,Long1,-15.618755749161608,-0.01556830759304146,multi_push_failed_recovery,1.0227262219973807,9,9,0,0,0,True,4.41049162054335,5,2,True,0.5657291754894425,1.2218007319504587,0.9244623893595445,55.632225836860584,16.84092527861492,9670.96,9576.837683289137,9390.264840528656
2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,Long1,-24.66856755980353,-0.024592715091794743,multi_push_failed_recovery,2.4673614278648355,9,9,0,0,0,True,3.5241354558098883,5,1,True,1.9171502968822485,2.7359849436626975,0.9948911438362549,70.20345606672447,27.698654742144623,9697.72,9411.687954948831,9289.966043841956
2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,Long1,-14.54388663413781,-0.014502730586536776,multi_push_failed_recovery,2.7160617586846465,4,9,5,0,0,True,3.1534749624549416,4,2,True,1.89038319698877,1.716319515424268,0.9744663672586495,59.316055506132216,17.655943354064853,9829.39,9645.02835403614,9536.067806525482
2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,Long1,-24.065921995144347,-0.02400130023148514,compression_release,2.7344769621806457,7,9,2,0,0,True,4.982954095888568,2,1,False,1.660444558739154,2.8777615639775793,0.9398293068170295,65.53093230143419,17.26648825883095,12009.4,11685.993404498488,11496.429022906455
2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,Long1,-9.60395747490415,-0.009580466825284217,multi_push_failed_recovery,1.265697119621653,9,9,0,0,0,True,3.3580611591333582,6,3,True,0.6524121918005605,1.147438028497798,0.9249437163176552,59.14229757413561,18.59831770176521,11852.4,11751.19275444855,11655.330673722785
2020-08-31 08:00:00+00:00,2020-09-01 00:00:00+00:00,Long1,-0.06659457436589866,-6.643805358988019e-05,compression_release,1.9474314367068535,9,9,0,0,0,True,2.335774140684796,3,1,True,0.5937312305459981,1.0132305546327662,0.9046087252978621,59.176872061481,18.214560947672343,11680.58,11575.122317930964,11564.773685795928
2020-10-12 12:00:00+00:00,2020-10-16 04:00:00+00:00,Long1,-22.12569485733232,-0.022073706553944705,multi_push_failed_recovery,2.702625681931596,9,9,0,0,0,True,6.659649011645668,4,2,True,1.4277981933507358,3.6441033435032724,1.1617299815932498,68.93659912813169,34.81060406657388,11549.38,11265.406840180623,11040.537162841587
2020-10-25 16:00:00+00:00,2020-10-28 12:00:00+00:00,Long1,12.75267976543458,0.01272552169272575,multi_push_failed_recovery,0.8327811161275165,9,9,0,0,0,True,4.118811727183777,4,2,True,0.2769094448151091,3.0543219696012875,0.9269347174942946,60.89415156686667,60.68796047434882,13042.159999999998,12916.184529858387,12476.760202003583
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,Long1,-3.5944577257674766,-0.003586346976062336,noisy_rebound,2.148720083550655,4,9,5,0,0,False,7.496100591837107,3,1,False,-0.8901756469643645,1.8438918341029014,1.1890745310788093,57.22710231537901,32.33318401010861,13436.950000000003,13262.14151789483,12965.87681085841
2020-11-03 12:00:00+00:00,2020-11-07 16:00:00+00:00,Long1,67.17598759349858,0.06702681107307017,compression_release,2.216019390068631,2,8,7,1,0,True,5.012881071946129,3,1,False,-0.13162896305280516,1.2723672043169718,0.971767500925295,55.64711655965945,22.85193023111081,13710.38,13582.14606273803,13414.494054985611
2020-11-09 08:00:00+00:00,2020-11-10 12:00:00+00:00,Long1,-41.27661517860602,-0.04115737809280748,multi_push_failed_recovery,2.9238201866875064,7,9,2,0,0,True,5.104709998943266,5,2,True,2.2490187447972283,2.9624830780614193,1.0133673264552754,65.52138307066967,26.593159775400856,15802.390000000001,15213.641015213318,14689.35394501326
2020-11-16 04:00:00+00:00,2020-11-22 08:00:00+00:00,Long1,100.95711605142779,0.10070691303306105,multi_push_failed_recovery,1.7251351693042916,5,9,4,0,0,True,2.22775889683069,5,1,True,0.6184425650864978,2.0558044004918767,0.9026778798330832,59.008098992354654,16.016782757322186,16235.71,15993.59032808419,15686.358686870757
2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,Long1,-5.730946598924628,-0.0057109948654575915,multi_push_failed_recovery,2.5894028058312593,7,9,2,0,0,True,3.4017217874805055,4,2,True,1.6922210150616435,2.816758142973628,1.0302925183726805,64.848207234188,21.065583425771568,19064.99,18424.13366532412,17906.491504543836
2020-12-24 20:00:00+00:00,2021-01-04 08:00:00+00:00,Long1,295.44322385821266,0.2944314966370548,compression_release,1.9267161677065048,5,9,4,0,0,True,3.2381232157062323,2,1,True,0.4769697462988644,1.8143178929902388,0.926486729777965,58.57991350248426,17.802456970969363,23729.2,23278.30408429108,22665.873808471068
2021-01-05 16:00:00+00:00,2021-01-10 16:00:00+00:00,Long1,111.20125041536568,0.1104952924156655,noisy_rebound,3.696656687567813,6,9,3,0,0,False,4.996432236923709,4,1,False,1.9617394006896387,2.362542441145873,1.2148915959761961,62.80932741063048,24.656348510234416,33697.75,31792.821529894085,30139.387190456942
2021-02-07 04:00:00+00:00,2021-02-07 16:00:00+00:00,Long1,-26.292072104599917,-0.02609633615167814,multi_push_failed_recovery,1.4277570709265968,9,9,0,0,0,True,6.3684626401395,4,2,True,0.6840392023552606,2.1942434316517185,1.023733408040869,58.54130680422095,29.94778963331732,39030.0,38373.61013156686,36657.016820951656
2021-02-07 20:00:00+00:00,2021-02-15 00:00:00+00:00,Long1,215.01338397805316,0.21346835189682148,multi_push_failed_recovery,1.2719941130321666,7,9,2,0,0,True,8.509836752138801,3,2,True,-1.821710332062983,1.6494985157032676,1.067553436541894,55.732682564820664,24.020502449508516,38795.69,38398.11624146278,36922.24264184301
2021-02-15 12:00:00+00:00,2021-02-22 08:00:00+00:00,Long1,137.59656382356792,0.13631701305601332,multi_push_failed_recovery,1.8054820427947234,7,9,2,0,0,True,7.507236420347518,4,2,True,-0.5995425771319858,1.910994383579457,0.9513132855034822,56.34545291405826,21.32892554156598,47938.83,47504.12663196856,45432.401781480185
2021-03-04 04:00:00+00:00,2021-03-05 00:00:00+00:00,Long1,-49.935030145904996,-0.04940335122259138,multi_push_failed_recovery,1.659432337152877,9,9,0,0,0,True,5.565964569608524,4,2,True,0.7867376547497493,0.5442419872111103,0.9189677783693908,54.075377033032176,21.765754999863763,49696.49,49069.56223148292,48827.73679733728
2021-03-08 08:00:00+00:00,2021-03-15 08:00:00+00:00,Long1,112.04916008088166,0.1109108691398786,multi_push_failed_recovery,1.1738406523284142,9,9,0,0,0,True,2.9036528209816925,4,1,True,0.6872982348157656,0.9977648298626786,0.9287835214502801,57.02501697203985,16.36020144280686,50496.82,49600.91436602029,49124.392621209445
2021-03-19 08:00:00+00:00,2021-03-21 04:00:00+00:00,Long1,-32.9478863249161,-0.032577064040537534,compression_release,1.614822304334437,8,9,1,0,0,True,1.7559155536670206,3,1,True,0.07504670963168555,1.3225514935570812,0.9518459288129374,56.78737113598597,20.923786819620634,58831.33,57599.8481193426,56734.187720135895
2021-04-05 12:00:00+00:00,2021-04-05 20:00:00+00:00,Long1,0.9015436065732543,0.0008916873057487004,noisy_rebound,2.2473655664638623,1,4,8,5,0,True,4.4980611179749594,3,2,False,1.4080590047109462,1.1829672015470685,1.0009218194006788,57.0178768568206,21.340129440657766,59018.29000000001,58162.4927002822,57838.92616442222
