symbol,population,count,losers,winners,avg_pnl,entry_exec_distance_atr_avg,entry_exec_distance_atr_median,entry_short_ema20_gap_atr_avg,entry_short_ema20_gap_atr_median,entry_atr_ratio_avg,entry_atr_ratio_median,entry_adx_avg,entry_adx_median,entry_plus_di_avg,entry_plus_di_median,entry_minus_di_avg,entry_minus_di_median,entry_di_spread_avg,entry_di_spread_median,fwd_24bar_short_return_avg,fwd_24bar_short_return_median,fwd_24bar_mfe_atr_avg,fwd_24bar_mfe_atr_median,fwd_24bar_mae_atr_avg,fwd_24bar_mae_atr_median,executed_count,blocked_count
FILUSDT,executed_short1_followthrough,6,2.0,4.0,152.96531313555946,1.0232641256199513,1.1633180951486892,0.3921946162525696,0.3581774630913209,1.0563452345812767,1.0232066319313253,24.682970871658483,22.65020244811777,15.63756234709354,15.246008053733767,25.80537717675823,24.976154446034553,-10.16781482966469,-7.117402390562001,0.05540003348555406,0.03344838777586763,4.483571615973689,3.182914857912295,0.5996891765440567,0.5080913530780199,,
FILUSDT,executed_short1_adverse,17,14.0,3.0,-70.33518983806869,1.2825670887861362,1.3623866462377374,0.3859457797762249,0.36632587950413825,1.006080389906146,0.9930399425832434,26.29270654662889,24.053147589524194,17.53454593086781,18.25883420949552,25.530756668706918,25.78938067365388,-7.9962107378391085,-8.428248203363959,-0.04257727856136137,-0.03935768261964735,1.3019996206813278,1.2793561366573258,3.618910615163931,2.8918685573137983,,
FILUSDT,starter_short_followthrough,21,,,,1.1058412697463909,1.1397483650377729,0.5150742679232289,0.48047913411728155,1.027631950178682,1.0106752214497798,21.805555093281207,20.97637907023977,16.1378372927199,16.093456922462302,23.638992276638476,23.091398147540488,-7.501154983918579,-7.347977091119894,0.0844672280253026,0.0666387259010898,5.298585931646947,4.839952274894945,0.7959738752862897,0.5436875793917355,6.0,15.0
FILUSDT,starter_short_adverse,53,,,,1.2412764826713638,1.2688312047610635,0.42023823391343507,0.43285907703086407,1.0255318304668344,1.0142420266282461,25.697949681318338,24.053147589524194,17.065720633512107,16.906876389595755,23.820180944982855,24.19280995680282,-6.7544603114707416,-6.649490741943474,-0.04903818612036633,-0.04738154613466324,1.1710038719425329,0.8401545746088928,3.994782713832036,3.495511017394994,17.0,36.0
DOTUSDT,executed_short1_followthrough,11,3.0,8.0,44.71600064756888,1.2738918274933873,1.378357564692374,0.47780359677890716,0.5289844243440407,1.0161411271384682,0.992031357797214,27.460444802234875,28.617524001727283,16.261610097458114,17.063390612785767,24.40095192372529,24.223820912384078,-8.139341826267177,-8.769043803506323,0.044437032409101976,0.040268456375838965,4.940120519695055,4.537105822765322,1.1677794008947087,1.3344480146908742,,
DOTUSDT,executed_short1_adverse,7,4.0,3.0,22.200108078756468,1.1864554630404072,1.3181685113088903,0.4201930017655974,0.47142679750931027,1.0380838948727735,0.9809318948849716,28.701368376970333,28.807502683092068,15.574129701345283,16.3504103396176,23.583983106828814,23.209252836748092,-8.00985340548353,-9.518419914974352,-0.08377115191696693,-0.048671039005868146,1.9274721929625966,1.9850000312523073,5.334129960573904,2.16086566808962,,
DOTUSDT,starter_short_followthrough,33,,,,1.2477548205100786,1.2609098633139768,0.42899392764718103,0.39843953265815474,1.0039353389644248,0.988300319741404,27.605283306631474,28.46225867195,15.921618470622581,16.415289004275376,25.284904977205933,24.703290412868427,-9.363286506583352,-8.769043803506323,0.06941078232769796,0.053381393752145546,5.370997035271418,5.731331397982643,0.8557540854612162,0.6823660940309239,11.0,22.0
DOTUSDT,starter_short_adverse,30,,,,1.2724429195087261,1.337119165327215,0.3917115073130334,0.34045061888691563,1.0142290829145821,0.9846698438495396,27.30051212658783,26.324071418638297,16.788396948861816,16.558742645515714,23.814176189521678,23.252984369951164,-7.025779240659864,-5.897049262910008,-0.0503410374640334,-0.0425205332578087,1.6500756522890438,1.232265129701041,4.213766584691836,3.4446218620852145,7.0,23.0
ATOMUSDT,executed_short1_followthrough,7,3.0,4.0,32.76833916668521,1.2044182351280017,1.2241203537194014,0.42679882464716556,0.4359324534918558,0.9830612144587406,0.9967718118612674,25.489105770130738,23.195900590355357,17.133383112226813,16.962957853908218,25.669374620250856,26.070893888317606,-8.535991508024049,-9.405417968491445,0.04747289290381185,0.02661955241460552,3.550783528237769,3.7615635135022467,1.173987163011698,1.0235669386166442,,
ATOMUSDT,executed_short1_adverse,11,8.0,3.0,13.89223314134045,1.2492155889761445,1.3423510035833954,0.3943815980338154,0.4133522203182608,0.9864355508028332,0.9797010268719439,27.770691377614096,28.25939517654994,15.474697163395179,15.774880613336467,22.068449632176932,21.613286153193595,-6.593752468781761,-7.094647946722997,-0.07383641541862436,-0.07025986525505311,1.7049306492955032,1.7097919461570552,5.713950810528674,4.6612001946795445,,
ATOMUSDT,starter_short_followthrough,18,,,,1.2321782464807038,1.2442738825152597,0.4302468616270365,0.4420513341893152,1.0054632283614038,0.9909053714824798,27.999720906591993,25.217200264942257,15.985128520918131,15.304449909350598,27.294354483062243,25.651007481922043,-11.309225962144115,-10.592561949746758,0.04024561410045016,0.0313907311093136,3.904517685698426,3.802857855245848,1.2876273024559313,0.932889966047037,7.0,11.0
ATOMUSDT,starter_short_adverse,38,,,,1.2839697067234428,1.3367201449968609,0.41642737252962875,0.43993280745115304,0.9971483742695918,0.9829064412556997,25.6115272335265,26.401994286534336,16.385871071833233,16.821002708859197,23.134252364155326,23.157538179301632,-6.748381292322097,-7.099645227909202,-0.05691420048574533,-0.052000501968244045,1.519502415269822,1.6218361565530253,4.855875211656223,4.257553826010808,11.0,27.0
UNIUSDT,executed_short1_followthrough,7,3.0,4.0,51.08402053580489,1.0520260063543236,1.0126474993977808,0.40443420013929327,0.39613792510929724,0.9911277528588683,0.966249980897635,21.573745397377966,20.599708884842617,18.574614823120395,19.34993143426865,22.792778996163438,23.11559764044875,-4.218164173043041,-4.087679342048528,0.0830731235624895,0.06827123351076139,9.167610766195818,5.302349830552022,1.0369274487047277,0.5804542906027403,,
UNIUSDT,executed_short1_adverse,9,7.0,2.0,-53.99320192385122,1.3276131870037835,1.4018055965642235,0.39654301451853186,0.32722737697298404,1.0428900892646351,1.0291615826194627,26.342065256461634,27.812611135898972,17.749788411697093,17.06543845062486,24.043828010884553,23.408158294656687,-6.294039599187463,-6.232355424776081,-0.030499874823912983,-0.05365853658536586,1.0386131387208697,0.8179244256638633,3.2272332748379418,2.510990626453583,,
UNIUSDT,starter_short_followthrough,19,,,,1.1545430463225779,1.190207279434876,0.379620430496656,0.3569538659493279,1.024629450308401,0.9985560743710243,22.141687371660808,21.176221143761897,17.358496525054676,18.135164113442066,24.122461857747748,23.857844586472755,-6.7639653326930675,-6.685598968476896,0.08016797933480214,0.04708664803268102,6.0615072317054715,4.55973822186214,1.2290175333366924,0.6587309681230626,7.0,12.0
UNIUSDT,starter_short_adverse,23,,,,1.353237116365417,1.408081703309204,0.35371685788778284,0.32347530999897306,1.0231452925040319,1.01982562256584,28.083669656398417,25.279230335303854,17.407622492518747,17.232710971815756,25.262301683410872,24.16741619324245,-7.854679190892137,-6.232355424776081,-0.05035866111376271,-0.053246239113222515,1.155100658668474,0.980083748329234,3.5552014318021548,2.69523030790539,9.0,14.0
ADAUSDT,executed_short1_followthrough,6,2.0,4.0,21.880835395287264,1.1312122074076874,1.1061001782931026,0.5045251528297333,0.5196434975178018,0.9984487527913309,0.9847729905375837,21.336105439199045,20.574998739658454,17.287140854347104,17.240564391095827,22.579186600096538,22.27094191017787,-5.2920457457494345,-5.7544215692882545,0.06367499809849747,0.0529682420986769,7.109079171819374,5.479164434554589,0.6145287038339696,0.6250958763303959,,
ADAUSDT,executed_short1_adverse,7,7.0,0.0,-107.65852272890773,1.2203998760185129,1.2406979230246995,0.41583790000198695,0.4367885678608452,0.9902702529233619,0.990351788037157,26.307016209811742,26.719119858925,16.722043410802254,16.21690782062671,23.656746587822116,24.881080196173667,-6.9347031770198635,-6.190752502676904,-0.04691185339969041,-0.06314511232544037,1.532230271182647,1.099097186500586,2.6427089395514827,2.7824126191315286,,
ADAUSDT,starter_short_followthrough,10,,,,1.1097298319659776,1.120319588617339,0.5283203604792597,0.5196434975178018,0.99449133900088,0.9982225410338862,22.024742645347153,21.648246137874608,16.91148860259974,17.045110781305624,22.167772629260018,22.27094191017787,-5.256284026660277,-5.387214769137326,0.05315744837373214,0.04916659613118301,5.5530726029212785,4.033204878637077,0.5170159779721626,0.4988146593444629,6.0,4.0
ADAUSDT,starter_short_adverse,26,,,,1.076878064886249,1.0527277650960518,0.3617195637412092,0.3617252154301599,1.0185467762304923,0.9938762101755265,26.438650899101237,25.272351826884275,15.454744850299942,15.413741740218061,21.543841872368315,20.35779965960875,-6.089097022068377,-5.896228415096858,-0.03900226450439759,-0.034016761487510726,1.1468775931483195,0.8902986353198095,3.466519102238656,2.778207148601549,7.0,19.0
XRPUSDT,executed_short1_followthrough,5,4.0,1.0,-14.405659441314436,0.8975027705893035,0.9162380443198382,0.37228313463359947,0.32735358927814956,1.0116841842815856,0.9819259879566603,25.828901264948094,28.759487977963175,16.505112853735028,17.36296763002637,26.470066206369218,25.5383193903074,-9.964953352634188,-9.882400102689726,0.0141786141464639,0.01446124763705116,2.7726820512156207,2.0561302989759205,0.7799414501924247,0.39035951134021163,,
XRPUSDT,executed_short1_adverse,8,7.0,1.0,-56.67511310991753,1.0847622781269277,1.0665937996873949,0.36995899075262945,0.37548024134004604,1.0390110949937683,0.984449359292789,27.075351221877916,23.85662040219866,17.12436053700715,16.867595608418142,22.988591658700706,23.23474017746809,-5.864231121693555,-4.465977122582785,-0.08043140947008424,-0.026292421845455022,1.0808430804405722,1.0695010244258096,10.500847974196512,2.4334518392820383,,
XRPUSDT,starter_short_followthrough,15,,,,1.1163815115426208,1.2114141754022927,0.4500170381472496,0.4273247269463616,1.0444383330875968,0.9819259879566603,24.855559654109463,21.421771053513353,16.101723449381133,15.759103943488014,23.837571161799016,23.100213163032713,-7.735847712417885,-7.875971055425669,0.03182835886637855,0.018569924380204994,3.847065569513611,4.255581280853334,0.7331536989317873,0.48475446024386254,5.0,10.0
XRPUSDT,starter_short_adverse,19,,,,1.0265033014913179,0.9951342143180602,0.3728174724442815,0.31980994761656945,1.0057385285851008,0.9820463426296325,25.308092764997728,23.02031576949252,17.005428359429832,16.89130594786612,23.395201598041456,23.647293450953956,-6.389773238611621,-5.10234621288021,-0.04745812170337436,-0.0251609128145114,1.1345950203732147,1.0682520665804787,6.4502954992809345,3.141641378808382,8.0,11.0
LTCUSDT,executed_short1_followthrough,3,1.0,2.0,-14.476342886238735,0.9859547116273406,1.1785942557475984,0.3294267044850639,0.23442741122473476,0.9781093479608286,0.9406241531229792,25.483402301723274,28.265787869910767,15.073324339291531,14.092946770557994,23.240137432148703,24.264694365898237,-8.166813092857174,-11.19380134973304,0.0261098525139053,0.026697530864197485,4.418418629183283,4.209436931960474,1.3126846039908615,1.689053063607958,,
LTCUSDT,executed_short1_adverse,9,8.0,1.0,-57.386252597063084,1.1956324681107973,1.1240230116582934,0.4105983006837923,0.4897190790691551,1.0398577340754465,1.03655458827157,29.279911167160478,25.876161626973442,15.973405831353741,16.624996340570288,25.606596538921888,24.67723338978751,-9.633190707568144,-10.64020630843195,-0.04218988381529035,-0.02798327436474754,1.0398834013172649,0.8699946993998422,4.406166241045943,2.7887615119767633,,
LTCUSDT,starter_short_followthrough,9,,,,1.2498195988106835,1.2549830395193502,0.46182231153783143,0.4510729217760267,0.9999378884566335,1.0237632150749953,27.500574026269472,27.318663438987727,14.00681796413983,13.070893016165197,25.06415882590289,24.264694365898237,-11.057340861763063,-11.50373779076297,0.023109442300350592,0.026697530864197485,4.204566010913209,4.209436931960474,1.4026098712157338,1.6323074769860222,3.0,6.0
