EntryTime,ExitTime,Tag,PnL,ReturnPct,continuation_archetype,regime_label,recent_touch_ema20,recent_close_below_ema20,has_reclaim_evidence,entry_close,entry_ema20,entry_cont_high,entry_cont_gap_atr,entry_exec_distance_atr,entry_atr_ratio,entry_adx,entry_di_spread,entry_rsi,entry_close_ema20_gap_atr
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.022637464454976365,reclaim_continuation,other,True,True,True,5275.0,5248.7023002196265,5314.35,0.6762784232329873,1.3073889450848877,0.9840331761534066,17.490234290926296,1.6396468845032928,55.486802661325484,0.4519584991645562
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,reclaim_continuation,unstable_transition,True,True,True,5730.98,5699.005767828285,5874.34,1.545130228076769,1.6526216333057466,1.0632859130012906,29.78949146243034,1.5507414037653042,55.633126132722666,0.34461741523480194
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.035751987797378634,reclaim_continuation,mature_trend,True,True,True,7903.22,7477.698597357149,7458.0,0.0,2.093665805887317,0.9715899309168708,31.501749690452012,7.093633869165391,61.61429125059328,1.4306324269203734
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,shallow_pullback_momentum_continuation,unstable_transition,True,False,False,9081.55,9020.56833854445,9444.0,1.708940964225153,1.8650593591500995,1.0879211106222197,44.281356623457555,6.418819684509103,56.89679098560995,0.28752671907269445
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.047168457612992876,reclaim_continuation,unstable_transition,True,True,True,12178.85,11837.694255121214,13970.0,2.496342149642533,1.4165407031148445,1.4671400458880561,37.30953536064776,0.3109044893653703,55.85913330313096,0.4754718842830633
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.022053981682807262,late_stage_weakening_continuation,weakening_trend,True,False,False,11640.43,11424.78264420099,12330.7,2.2874093643814666,2.5017994742534038,1.2784041953278775,45.78224063426642,9.200552075992146,59.92055905458402,0.7146099078023928
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.008744121278183796,late_stage_weakening_continuation,weakening_trend,True,False,False,9339.19,9269.6284898733,9578.0,1.6014248266900988,2.220925575770377,0.9826988475624017,33.79610881668937,3.951051467267213,58.919720994917384,0.466469282270233
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.013309530354511425,reclaim_continuation,other,True,True,True,9385.59,9355.421291224216,9477.03,0.6409237915237451,1.4790936843880174,1.0248531274726629,18.625429016207384,3.1394674606623063,54.58992038004959,0.2114593527334957
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.05742075844509954,reclaim_continuation,mature_trend,True,True,True,9418.48,9292.798201585187,9350.0,0.0,1.6658293363415653,0.9377586099058031,16.266295348604846,3.149874996103243,60.16369909705881,1.039312806031936
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653753,-0.018876957576938025,reclaim_continuation,mature_trend,True,True,True,10164.99,9889.512641016023,10188.0,0.15726227704330834,2.984469569088639,1.169724957459711,25.082143436471306,14.781412748268394,65.11542172712217,1.882755182429234
