market,symbol,bar_index,timestamp,close,high,low,atr,active_long_entry_bar,active_long_entry_timestamp,active_long_entry_price_avg,active_long_trade_tags,active_long_entry_prices,active_long_sizes,bars_since_long1_entry,position_side_before_manage,position_side_after_manage,position_side_at_long2_eval,position_size_at_long2_eval,len_open_trades_at_long2_eval,manage_closed_or_changed_long_before_add_eval,returned_after_new_entry_before_long2_eval,add_long_signal,long2_block_reached,len_trades_lt_2_pass,add_on_gap_bars_pass,runtime_in_profit,all_long2_gates_passed,add_on_profit_atr_required,profit_threshold_price,close_minus_entry,close_minus_profit_threshold,profit_atr,high_profit_atr,high_minus_profit_threshold,unrealized_return_proxy,unrealized_pnl_proxy,reason_in_profit_false,sample_note,feature_open_unscaled,feature_high_unscaled,feature_low_unscaled,feature_close_unscaled,runtime_close_price,runtime_high_price,runtime_low_price,runtime_avg_entry_price,runtime_atr_input,runtime_close_to_feature_close_ratio,runtime_price_scale,unscaled_avg_entry_price_estimate,scale_consistent_runtime_atr,mixed_scale_profit_threshold_price,scale_consistent_profit_threshold_price,runtime_close_minus_mixed_threshold,runtime_close_minus_scale_consistent_threshold,mixed_scale_profit_atr,scale_consistent_profit_atr,runtime_unrealized_pnl_input,runtime_unrealized_pct_input,scale_consistent_in_profit_diagnostic,manage_closed_or_changed_position_before_add_eval,reason_runtime_in_profit_false,bars_since_long1_entry_bucket
TRXUSDT,TRXUSDT,10303,2023-09-27 00:00:00+00:00,8.515e-10,8.518e-10,8.465e-10,0.0005065382611323,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,27.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004052314483058,1.209999999999999e-11,-0.0004052305968058,2.3887632837353426e-08,2.4479888196957414e-08,-0.0004052305965058,0.0144150583750297,14.459576119151889,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08471,0.08518,0.08465,0.08515,8.515e-10,8.518e-10,8.465e-10,8.394e-10,0.0005065382611323,1e-08,1e-08,0.08394,5.065382611323e-12,0.00040523144830583997,8.434523060890584e-10,-0.00040523059680583996,8.047693910941613e-12,2.3887632837353733e-08,2.388763283735373,1.209999999999999e-11,0.01441505837502977,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,10287,2023-09-24 08:00:00+00:00,8.425e-10,8.425e-10,8.383e-10,0.0005221832003819,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,11.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004177473997055,3.1000000000000207e-12,-0.0004177465572055,5.936613812417271e-09,5.936613812417271e-09,-0.0004177465572055,0.0036931141291398,3.704519501600924,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08397,0.08425,0.08383,0.08425,8.425e-10,8.425e-10,8.383e-10,8.394e-10,0.0005221832003819,1e-08,1e-08,0.08394,5.221832003819001e-12,0.00041774739970552004,8.435774656030552e-10,-0.00041774655720552004,-1.0774656030551352e-12,5.9366138124183755e-09,0.5936613812418375,3.1000000000000203e-12,0.003693114129139886,False,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",7_12_bars
TRXUSDT,TRXUSDT,10296,2023-09-25 20:00:00+00:00,8.466000000000001e-10,8.498999999999998e-10,8.425e-10,0.0005281865201057,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,20.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004225500554845,7.200000000000037e-12,-0.0004225492088845,1.3631548185968812e-08,1.9879341104537585e-08,-0.0004225492055845,0.0085775553967119,8.604045294040844,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08443,0.08499,0.08425,0.08466,8.466000000000001e-10,8.498999999999998e-10,8.425e-10,8.394e-10,0.0005281865201057,1e-08,1e-08,0.08394,5.2818652010569995e-12,0.00042255005548456,8.436254921608457e-10,-0.00042254920888455997,2.974507839154402e-12,1.3631548185968817e-08,1.3631548185968818,7.200000000000037e-12,0.008577555396711982,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",13_24_bars
TRXUSDT,TRXUSDT,10305,2023-09-27 08:00:00+00:00,8.575e-10,8.597e-10,8.486e-10,0.0005458926843436,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,29.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004367149868749,1.8100000000000072e-11,-0.0004367141293749,3.3156700060492195e-08,3.7186796200441415e-08,-0.0004367141271749,0.0215630212056231,21.629613864185988,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08503,0.08597,0.08486,0.08575,8.575e-10,8.597e-10,8.486e-10,8.394e-10,0.0005458926843436,9.999999999999999e-09,1e-08,0.08394,5.458926843436e-12,0.00043671498687488,8.437671414747488e-10,-0.00043671412937488,1.3732858525251155e-11,3.315670006049637e-08,3.315670006049637,1.809999999999997e-11,0.021563021205623027,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,9526,2023-05-20 12:00:00+00:00,7.271e-10,7.295999999999998e-10,7.078e-10,0.0005803633239464,9520,2023-05-19 12:00:00+00:00,7.058000000000001e-10,Long1,7.058e-10,1420905625000.0,6.0,long,long,long,1420905624701.0,1,0,0,1,1,True,True,False,False,0.8,0.0004642913649571,2.129999999999992e-11,-0.0004642906378571,3.670114757624891e-08,4.1008794005386025e-08,-0.0004642906353571,0.0301785208274297,30.265289806131182,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.07082,0.07296,0.07078,0.07271,7.271e-10,7.295999999999998e-10,7.078e-10,7.058000000000001e-10,0.0005803633239464,1e-08,1e-08,0.07058,5.803633239463999e-12,0.00046429136495711995,7.104429065915713e-10,-0.00046429063785711995,1.6657093408428718e-11,3.670114757625018e-08,3.6701147576250186,2.1299999999999916e-11,0.030178520827429743,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",4_6_bars
TRXUSDT,TRXUSDT,10314,2023-09-28 20:00:00+00:00,8.675e-10,8.677e-10,8.623e-10,0.0005995421965222,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,38.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004796345966177,2.809999999999993e-11,-0.0004796337291177,4.686909472427509e-08,4.7202682587081415e-08,-0.0004796337289177,0.0334762925899451,33.57967677257582,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08635,0.08677,0.08623,0.08675,8.675e-10,8.677e-10,8.623e-10,8.394e-10,0.0005995421965222,1e-08,1e-08,0.08394,5.9954219652220004e-12,0.00047963459661775997,8.441963375721776e-10,-0.00047963372911775996,2.330366242782233e-11,4.686909472427674e-08,4.686909472427674,2.8099999999999934e-11,0.03347629258994512,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,10313,2023-09-28 16:00:00+00:00,8.635e-10,8.639e-10,8.592e-10,0.0006041223654854,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,37.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0004832987317883,2.4099999999999948e-11,-0.0004832978682883,3.9892580339470354e-08,4.05546978554782e-08,-0.0004832978678883,0.0287109840362162,28.79965160921984,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08594,0.08639,0.08592,0.08635,8.635e-10,8.639e-10,8.592e-10,8.394e-10,0.0006041223654854,1e-08,1e-08,0.08394,6.041223654854e-12,0.00048329873178832,8.442329789238832e-10,-0.00048329786828832,1.9267021076116728e-11,3.9892580339474914e-08,3.989258033947492,2.4099999999999948e-11,0.028710984036216282,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,10315,2023-09-29 00:00:00+00:00,8.774e-10,8.792e-10,8.672000000000001e-10,0.0006424320396277,10276,2023-09-22 12:00:00+00:00,8.394e-10,Long1,8.394e-10,1195006291000.0,39.0,long,long,long,1195006290839.0,1,0,0,1,1,True,True,False,False,0.8,0.0005139464711022,3.7999999999999966e-11,-0.0005139455937022,5.9150225480685995e-08,6.195207826661328e-08,-0.0005139455919022,0.045270431260424,45.410239051881966,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.08674,0.08792,0.08672,0.08774,8.774e-10,8.792e-10,8.672000000000001e-10,8.394e-10,0.0006424320396277,1e-08,1e-08,0.08394,6.424320396277e-12,0.00051394647110216,8.445394563170216e-10,-0.00051394559370216,3.286054368297841e-11,5.915022548069303e-08,5.915022548069302,3.799999999999997e-11,0.04527043126042408,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,10507,2023-10-31 00:00:00+00:00,9.609e-10,9.633e-10,9.553e-10,0.0006468350667071,10459,2023-10-23 00:00:00+00:00,9.059e-10,Long1,9.059e-10,1107389224000.0,48.0,long,long,long,1107389224448.0,1,0,0,1,1,True,True,False,False,0.8,0.0005174689592656,5.500000000000002e-11,-0.0005174679983656,8.502940367780497e-08,8.873977765647267e-08,-0.0005174679959656,0.0607131029915001,60.906407344640016,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.09558,0.09633,0.09553,0.09609,9.609e-10,9.633e-10,9.553e-10,9.059e-10,0.0006468350667071,1.0000000000000002e-08,1e-08,0.09059,6.4683506670710004e-12,0.00051746895926568,9.110746805336568e-10,-0.00051746799836568,4.982531946634325e-11,8.502940367780822e-08,8.502940367780822,5.500000000000002e-11,0.06071310299150018,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",25_48_bars
TRXUSDT,TRXUSDT,9435,2023-05-05 08:00:00+00:00,7.012999999999998e-10,7.038e-10,6.96e-10,0.0006593479713105,9416,2023-05-02 04:00:00+00:00,6.838e-10,Long1,6.838e-10,1466421393000.0,19.0,long,long,long,1466421392829.0,1,0,0,1,1,True,True,False,False,0.8,0.0005274790608484,1.7499999999999988e-11,-0.0005274783595484,2.6541372327600374e-08,3.0332996945829073e-08,-0.0005274783570484,0.0255922784439894,25.66237437450749,close <= avg_entry + atr * add_on_profit_atr,all post-management active-long add_long_signal candidates; runtime-vs-unscaled fields added for scale-reference audit,0.06965,0.07038,0.0696,0.07013,7.012999999999998e-10,7.038e-10,6.96e-10,6.838e-10,0.0006593479713105,9.999999999999999e-09,1e-08,0.06838,6.593479713105e-12,0.0005274790608484001,6.89074783770484e-10,-0.0005274783595484001,1.2225216229515837e-11,2.6541372327600278e-08,2.6541372327600277,1.7499999999999888e-11,0.025592278443989307,True,False,"runtime close/entry are scaled while ATR input is unscaled, so mixed-scale threshold is unreachable",13_24_bars
