EntryTime,ExitTime,Tag,PnL,ReturnPct,reclaim_retest_label,is_reclaim,has_retest,holds_reclaim,failed_hold,recent_touch_ema20,recent_close_below_ema20,future_close_below_ema20,future_breakout_hold,entry_price,entry_ema20,entry_high,entry_cont_high,entry_cont_level,entry_exec_distance_atr,entry_atr_ratio,entry_rsi,entry_adx,entry_plus_di,entry_minus_di,held_bars
2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,Long1,22.62615133683996,0.022637464454976365,reclaim_retest_hold,True,True,True,False,True,True,False,True,5275.0,5248.7023002196265,5294.72,5314.35,5314.35,1.3073889450848877,0.9840331761534066,55.486802661325484,17.490234290926296,19.217329911111197,17.577683026607904,14
2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,Long1,280.24402377878755,0.2803207296134343,reclaim_no_retest_hold,True,False,True,False,True,True,False,True,5730.98,5699.005767828285,5740.23,5874.34,5874.34,1.6526216333057466,1.0632859130012906,55.633126132722666,29.78949146243034,22.909198746381623,21.35845734261632,61
2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,Long1,-35.842347679162344,-0.035751987797378634,reclaim_no_retest_hold,True,False,True,False,True,True,False,True,7903.219999999999,7477.698597357149,7931.51,7458.0,7931.51,2.093665805887317,0.9715899309168708,61.61429125059328,31.501749690452012,25.62544488572435,18.531811016558958,23
2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,Long1,213.02481327916627,0.2125637385688568,reclaim_failed_hold,True,True,False,True,True,False,False,False,9081.55,9020.56833854445,9142.64,9444.0,9444.0,1.8650593591500995,1.0879211106222197,56.89679098560995,44.281356623457555,19.04866144381123,12.629841759302128,53
2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,Long1,-47.37120162154921,-0.047168457612992876,reclaim_failed_hold,True,True,False,True,True,True,True,False,12178.85,11837.694255121214,12203.0,13970.0,13970.0,1.4165407031148445,1.4671400458880561,55.85913330313096,37.30953536064776,21.861593907517193,21.550689418151823,4
2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,Long1,-22.138334190949767,-0.022053981682807262,reclaim_failed_hold,True,True,False,True,True,False,False,False,11640.43,11424.78264420099,11694.02,12330.7,12330.7,2.5017994742534038,1.2784041953278775,59.92055905458402,45.78224063426642,25.329467063805065,16.12891498781292,20
2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,Long1,-8.775631182375356,-0.008744121278183796,reclaim_failed_hold,True,True,False,True,True,False,False,False,9339.19,9269.6284898733,9345.82,9578.0,9578.0,2.220925575770377,0.9826988475624017,58.919720994917384,33.79610881668937,22.781293121230487,18.830241653963274,9
2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,Long1,-13.35632431659338,-0.013309530354511425,reclaim_failed_hold,True,True,False,True,True,True,True,False,9385.59,9355.421291224216,9618.79,9477.03,9618.79,1.4790936843880174,1.0248531274726629,54.58992038004959,18.625429016207384,23.10601562421428,19.966548163551973,3
2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,Long1,57.61497926126308,0.05742075844509954,reclaim_no_retest_hold,True,False,True,False,True,True,False,True,9418.48,9292.798201585187,9421.75,9350.0,9421.75,1.6658293363415653,0.9377586099058031,60.16369909705881,16.266295348604846,21.846330490782794,18.69645549467955,29
2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,Long1,-18.951677266653753,-0.018876957576938025,reclaim_no_retest_hold,True,False,True,False,True,True,False,True,10164.99,9889.512641016023,10194.0,10188.0,10194.0,2.984469569088639,1.169724957459711,65.11542172712217,25.082143436471306,31.265945738717463,16.48453299044907,24
2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,Long1,-26.32533715328247,-0.026226494363381002,reclaim_failed_hold,True,True,False,True,True,False,True,False,8872.34,8807.361753400472,8906.0,9200.0,9200.0,2.222294772527319,0.9152866658208444,55.668636038571336,39.961784324341366,24.653476524674527,16.44606467136665,3
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,Long1,-26.534307907778906,-0.02644161279385159,reclaim_failed_hold,True,True,False,True,True,True,False,False,8848.0,8787.348944057248,8860.0,9200.0,9200.0,1.830931224798594,0.9461881287998298,54.49658153842437,30.168222891393988,23.356461285701528,19.00934322792863,33
2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,Long1,-15.618755749161608,-0.01556830759304146,reclaim_failed_hold,True,True,False,True,True,False,True,False,9670.96,9576.837683289137,9735.0,9950.0,9950.0,1.2218007319504587,0.9244623893595445,55.632225836860584,16.84092527861492,22.379108072467027,19.9551982558338,3
2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,Long1,-24.66856755980353,-0.024592715091794743,reclaim_failed_hold,True,True,False,True,True,False,False,False,9697.72,9411.687954948831,9740.0,9600.0,9740.0,2.7359849436626975,0.9948911438362549,70.20345606672447,27.698654742144623,29.492593947189864,11.5483136367418,16
2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,Long1,-14.54388663413781,-0.014502730586536776,reclaim_failed_hold,True,True,False,True,True,True,False,False,9829.39,9645.02835403614,9840.79,9690.0,9840.79,1.716319515424268,0.9744663672586495,59.316055506132216,17.655943354064853,27.167090575223874,26.591116568660627,5
2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,Long1,-24.065921995144347,-0.02400130023148514,reclaim_failed_hold,True,True,False,True,True,True,False,False,12009.4,11685.993404498488,12067.35,11808.27,12067.35,2.8777615639775793,0.9398293068170295,65.53093230143419,17.26648825883095,27.130730303333735,19.035516832038297,2
2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,Long1,-9.60395747490415,-0.009580466825284217,reclaim_failed_hold,True,True,False,True,True,False,True,False,11852.4,11751.19275444855,11977.0,11980.0,11980.0,1.147438028497798,0.9249437163176552,59.14229757413561,18.59831770176521,19.993913837819846,17.61416153145327,3
2020-08-31 08:00:00+00:00,2020-09-01 00:00:00+00:00,Long1,-0.06659457436589866,-6.643805358988019e-05,reclaim_retest_hold,True,True,True,False,True,False,False,True,11680.58,11575.122317930964,11710.0,11726.89,11726.89,1.0132305546327662,0.9046087252978621,59.176872061481,18.214560947672343,17.909157581511643,16.00392038391937,4
2020-10-12 12:00:00+00:00,2020-10-16 04:00:00+00:00,Long1,-22.12569485733232,-0.022073706553944705,reclaim_failed_hold,True,False,False,True,True,False,False,False,11549.38,11265.406840180623,11590.0,11445.0,11590.0,3.6441033435032724,1.1617299815932498,68.93659912813169,34.81060406657388,27.141907345491372,17.404302703102804,22
2020-10-25 16:00:00+00:00,2020-10-28 12:00:00+00:00,Long1,12.75267976543458,0.01272552169272575,reclaim_failed_hold,True,True,False,True,True,False,False,False,13042.159999999998,12916.184529858387,13046.51,13350.0,13350.0,3.0543219696012875,0.9269347174942946,60.89415156686667,60.68796047434882,26.815317640507168,9.94605065003216,17
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,Long1,-3.5944577257674766,-0.003586346976062336,reclaim_failed_hold,True,True,False,True,True,True,True,False,13436.950000000003,13262.14151789483,13481.56,13859.48,13859.48,1.8438918341029014,1.1890745310788093,57.22710231537901,32.33318401010861,22.548493216385594,18.39812230124557,23
2020-11-03 12:00:00+00:00,2020-11-07 16:00:00+00:00,Long1,67.17598759349858,0.06702681107307017,reclaim_failed_hold,True,True,False,True,True,True,True,True,13710.38,13582.14606273803,13798.0,13864.0,13864.0,1.2723672043169718,0.971767500925295,55.64711655965945,22.85193023111081,24.036364421604333,21.42150644063886,25
2020-11-09 08:00:00+00:00,2020-11-10 12:00:00+00:00,Long1,-41.27661517860602,-0.04115737809280748,reclaim_failed_hold,True,True,False,True,True,False,True,False,15802.390000000001,15213.641015213318,15840.0,15650.0,15840.0,2.9624830780614193,1.0133673264552754,65.52138307066967,26.593159775400856,26.304602781634006,15.348529825207716,7
2020-11-16 04:00:00+00:00,2020-11-22 08:00:00+00:00,Long1,100.95711605142779,0.10070691303306105,reclaim_no_retest_hold,True,False,True,False,True,True,False,True,16235.71,15993.59032808419,16291.99,16180.0,16291.99,2.0558044004918767,0.9026778798330832,59.008098992354654,16.016782757322186,19.380198865466063,15.929835845163574,37
2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,Long1,-5.730946598924628,-0.0057109948654575915,reclaim_retest_hold,True,True,True,False,True,True,False,True,19064.99,18424.13366532412,19100.0,18766.0,19100.0,2.816758142973628,1.0302925183726805,64.848207234188,21.065583425771568,24.746402494454372,21.63231905026824,5
2020-12-24 20:00:00+00:00,2021-01-04 08:00:00+00:00,Long1,295.44322385821266,0.2944314966370548,reclaim_no_retest_hold,True,False,True,False,True,False,False,True,23729.2,23278.30408429108,23794.43,24100.0,24100.0,1.8143178929902388,0.926486729777965,58.57991350248426,17.802456970969363,20.680849186358394,19.942631038543897,63
2021-01-05 16:00:00+00:00,2021-01-10 16:00:00+00:00,Long1,111.20125041536568,0.1104952924156655,reclaim_no_retest_hold,True,False,True,False,True,False,False,True,33697.75,31792.821529894085,34187.09,33600.0,34187.09,2.362542441145873,1.2148915959761961,62.80932741063048,24.656348510234416,24.679019185368503,21.403411087120396,30
