timestamp,bar_offset,open,high,low,close,atr,ema20,ema50,highest_since_entry,base_stop,tp1_price_theoretical,tp2_price_theoretical,tp1_hit_theoretical,tp2_hit_theoretical,break_even_floor,trail_raw,runner_stop_theoretical,lifecycle_entry_time
2025-01-20 04:00:00+00:00,0,101891.94,109588.0,101535.28,107120.65,2415.72313172857,103369.76641909171,100742.43276807976,109588.0,103497.06530240715,110744.23469759287,115817.25327422287,False,False,103497.06530240715,104152.62295361071,104152.62295361071,2025-01-20 04:00:00+00:00
2025-01-20 08:00:00+00:00,1,107120.65,109193.23,107093.33,108239.19,2393.1643366051003,103833.52104584489,101036.4232477629,109588.0,103530.90349509235,110710.39650490767,115736.04161177838,False,False,103530.90349509235,104203.38024263852,104203.38024263852,2025-01-20 04:00:00+00:00
2025-01-20 12:00:00+00:00,2,108239.19,108700.01,104480.0,104957.99,2523.6533125618785,103940.61332719299,101190.21017922318,109588.0,103335.17003115719,110906.12996884283,116205.80192522277,False,False,103335.17003115719,103909.78004673577,103909.78004673577,2025-01-20 04:00:00+00:00
2025-01-20 16:00:00+00:00,3,104957.99,107050.0,100333.0,103691.63,2823.178075950316,103916.90062936509,101288.30507415562,109588.0,102885.88288607454,111355.41711392548,117284.09107342115,False,False,102885.88288607454,103235.84932911179,103235.84932911179,2025-01-20 04:00:00+00:00
2025-01-21 16:00:00+00:00,0,103942.99,107240.81,103822.02,107031.34,2761.399275619331,103909.14123890265,101813.58885732986,107240.81,102889.241086571,111173.438913429,116972.3773922296,False,False,102889.241086571,101027.6616298565,102889.241086571,2025-01-21 16:00:00+00:00
2025-01-21 20:00:00+00:00,1,107031.34,107199.99,105420.0,106143.82,2691.2986130750937,104121.96778757859,101983.40184331693,107240.81,102994.39208038736,111068.28791961263,116720.01500707034,False,False,102994.39208038736,101185.38812058103,102994.39208038736,2025-01-21 16:00:00+00:00
2025-01-22 00:00:00+00:00,2,106143.82,106394.46,105448.99,105600.01,2566.596569284016,104262.7337125711,102125.22961416724,107240.81,103181.44514607397,110881.23485392603,116271.08764942245,False,False,103181.44514607397,101465.96771911097,103181.44514607397,2025-01-21 16:00:00+00:00
2025-01-22 04:00:00+00:00,3,105600.01,105952.0,105043.88,105084.77,2448.1339571923004,104341.02288280243,102241.2900214548,107240.81,103359.13906421154,110703.54093578845,115844.62224589227,False,False,103359.13906421154,101732.50859631732,103359.13906421154,2025-01-21 16:00:00+00:00
2025-01-22 08:00:00+00:00,4,105084.77,105464.83,104647.75,105100.39,2331.630103107136,104413.34356063078,102353.41158924089,107240.81,103533.8948453393,110528.7851546607,115425.20837118568,False,False,103533.8948453393,101994.64226800895,103533.8948453393,2025-01-21 16:00:00+00:00
2025-01-22 12:00:00+00:00,5,105100.38,105584.23,103662.58,104180.01,2302.3458100280545,104391.12131676119,102425.04289946673,107240.81,103577.82128495791,110484.85871504208,115319.784916101,False,False,103577.82128495791,102060.53192743688,103577.82128495791,2025-01-21 16:00:00+00:00
2025-04-28 16:00:00+00:00,0,93833.5,94920.0,93444.0,94787.2,1052.1264508655374,94092.5442143134,92149.69510676751,94920.0,93209.01032370169,96365.3896762983,98574.85522311593,False,False,93209.01032370169,92552.71548555254,93209.01032370169,2025-04-28 16:00:00+00:00
