Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,regime_label,weekly_bull,daily_bull,exec_bull_structure,exec_slope_up,adx,atr_ratio,exec_distance_atr,close_ema20_gap_atr,rsi,di_spread,is_weak_slice,is_winner,is_loser
0.18947872000000002,595,609,5275.0,5399.75,,,22.62615133683996,1.01131898316,0.022637464454976365,2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,2 days 08:00:00,Long1,other,True,True,True,True,17.490234290926296,0.9840331761534066,1.3073889450848877,0.4519584991645562,55.486802661325484,1.6396468845032928,False,True,False
0.17444248,680,741,5730.98,7344.03,,,280.24402377878755,1.1404185852124,0.2803207296134343,2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,10 days 12:00:00,Long1,unstable_transition,True,True,True,True,29.78949146243034,1.0632859130012906,1.6526216333057466,0.34461741523480194,55.633126132722666,1.5507414037653042,False,True,False
0.1268505,753,776,7903.219999999999,7628.430000000001,,,-35.842347679162344,0.9850987841625001,-0.035751987797378634,2019-05-19 00:00:00+00:00,2019-05-22 20:00:00+00:00,3 days 20:00:00,Long1,mature_trend,True,True,True,True,31.501749690452012,0.9715899309168708,2.093665805887317,1.4306324269203734,61.61429125059328,7.093633869165391,False,False,True
0.11035221,938,991,9081.55,11022.01,,,213.02481327916627,1.1092361374338,0.2125637385688568,2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,8 days 20:00:00,Long1,unstable_transition,True,True,True,True,44.281356623457555,1.0879211106222197,1.8650593591500995,0.28752671907269445,56.89679098560995,6.418819684509103,False,True,False
0.08246249,995,999,12178.85,11616.29,,,-47.37120162154921,0.9811032471493002,-0.047168457612992876,2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,0 days 16:00:00,Long1,unstable_transition,True,True,True,True,37.30953536064776,1.4671400458880561,1.4165407031148445,0.4754718842830633,55.85913330313096,0.3109044893653703,False,False,True
0.08623606,1233,1253,11640.43,11395.23,,,-22.138334190949767,0.9932522789498,-0.022053981682807262,2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,3 days 08:00:00,Long1,weakening_trend,True,True,True,True,45.78224063426642,1.2784041953278775,2.5017994742534038,0.7146099078023928,59.92055905458402,9.200552075992146,False,False,True
0.10746152,2297,2306,9339.19,9266.83,,,-8.775631182375356,0.9997155951752,-0.008744121278183796,2020-01-31 12:00:00+00:00,2020-02-02 00:00:00+00:00,1 days 12:00:00,Long1,weakening_trend,True,True,True,True,33.79610881668937,0.9826988475624017,2.220925575770377,0.466469282270233,58.919720994917384,3.951051467267213,False,False,True
0.10692091000000001,2312,2315,9385.59,9270.0,,,-13.35632431659338,0.99733632969345,-0.013309530354511425,2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,0 days 12:00:00,Long1,other,True,True,True,True,18.625429016207384,1.0248531274726629,1.4790936843880174,0.2114593527334957,54.58992038004959,3.1394674606623063,False,False,True
0.10653337,2326,2355,9418.48,9968.99,,,57.61497926126308,1.03270625743695,0.05742075844509954,2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,4 days 20:00:00,Long1,mature_trend,True,True,True,True,16.266295348604846,0.9377586099058031,1.6658293363415653,1.039312806031936,60.16369909705881,3.149874996103243,False,True,False
0.09876628,2363,2387,10164.99,9983.18,,,-18.951677266653753,0.9949798998538,-0.018876957576938025,2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,4 days 00:00:00,Long1,mature_trend,True,True,True,True,25.082143436471306,1.169724957459711,2.984469569088639,1.882755182429234,65.11542172712217,14.781412748268394,False,False,True
0.11313462,2855,2858,8872.34,8648.41,,,-26.32533715328247,0.9911016966825001,-0.026226494363381002,2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,0 days 12:00:00,Long1,weakening_trend,True,True,True,True,39.961784324341366,0.9152866658208444,2.222294772527319,0.30277163659641215,55.668636038571336,8.207411853307878,False,False,True
